Dimension,Time,Rank,Inlcuded,Actual Time
Cumulus,28,,0,28
Deciduous,28,,0,28
Framed,28,,0,28
Grass,28,,1,28
Lake,28,,1,28
Mountains,28,,0,28
Mountain,28,,1,28
River,28,,0,28
Rocks,28,,1,28
Snow,28,,0,28
Trees,28,,1,28
Tree,28,,1,28
Winter,28,,0,28
Bushes,28,,0,28
Cabin,28,,0,28
Clouds,28,,0,28
Conifer,28,,0,28
Cumulus,28,,0,28
Deciduous,28,,1,28
Framed,28,,0,28
Grass,28,,1,28
Lake,28,,0,28
Mountains,28,,0,28
Mountain,28,,0,28
River,28,,0,28
Rocks,28,,0,28
Snow,28,,0,28
Trees,28,,1,28
Tree,28,,1,28
Winter,28,,0,28
Bushes,28,,1,28
Cabin,28,,0,28
Clouds,28,,0,28
Conifer,28,,0,28
Cumulus,28,,0,28
Deciduous,28,,1,28
Framed,28,,0,28
Grass,28,,0,28
Lake,28,,0,28
Mountains,28,,0,28
Mountain,28,,0,28
River,28,,1,28
Rocks,28,,0,28
Snow,28,,0,28
Trees,28,,1,28
Tree,28,,1,28
Winter,28,,0,28
Bushes,28,,0,28
Cabin,28,,0,28
Clouds,28,,0,28
Conifer,28,,1,28
Cumulus,28,,0,28
Deciduous,28,,0,28
Framed,28,,0,28
Grass,28,,0,28
Lake,28,,0,28
Mountains,28,,1,28
Mountain,28,,1,28
River,28,,0,28
Rocks,28,,0,28
Snow,28,,1,28
Trees,28,,1,28
Tree,28,,1,28
Winter,28,,1,28
Bushes,28,,0,28
Cabin,28,,0,28
Clouds,28,,0,28
Conifer,28,,0,28
Cumulus,28,,0,28
Deciduous,28,,1,28
Framed,28,,0,28
Grass,28,,1,28
Lake,28,,1,28
Mountains,28,,0,28
Mountain,28,,0,28
River,28,,0,28
Rocks,28,,0,28
Snow,28,,0,28
Trees,28,,1,28
Tree,28,,1,28
Winter,28,,0,28
Bushes,28,,0,28
Cabin,28,,0,28
Clouds,28,,1,28
Conifer,28,,0,28
Cumulus,28,,1,28
Deciduous,28,,0,28
Framed,28,,0,28
Grass,28,,0,28
Lake,28,,0,28
Mountains,28,,0,28
Mountain,28,,0,28
River,28,,0,28
Rocks,28,,0,28
Snow,28,,0,28
Trees,28,,0,28
Tree,28,,0,28
Winter,28,,0,28
Bushes,28,,1,28
Cabin,28,,0,28
Clouds,28,,0,28
Conifer,28,,1,28
Cumulus,28,,0,28
Deciduous,28,,0,28
Framed,28,,0,28
Grass,28,,1,28
Lake,28,,1,28
Mountains,28,,0,28
Mountain,28,,1,28
River,28,,0,28
Rocks,28,,0,28
Snow,28,,0,28
Trees,28,,1,28
Tree,28,,1,28
Winter,28,,0,28
Bushes,28,,0,28
Cabin,28,,1,28
Clouds,28,,1,28
Conifer,28,,0,28
Cumulus,28,,0,28
Deciduous,28,,1,28
Framed,28,,0,28
Grass,28,,1,28
Lake,28,,0,28
Mountains,28,,0,28
Mountain,28,,0,28
River,28,,0,28
Rocks,28,,0,28
Snow,28,,0,28
Trees,28,,1,28
Tree,28,,1,28
Winter,28,,0,28
Bushes,29,,1,29
Cabin,29,,0,29
Clouds,29,,0,29
Conifer,29,,1,29
Cumulus,29,,0,29
Deciduous,29,,0,29
Framed,29,,0,29
Grass,29,,0,29
Lake,29,,1,29
Mountains,29,,0,29
Mountain,29,,0,29
River,29,,0,29
Rocks,29,,0,29
Snow,29,,0,29
Trees,29,,1,29
Tree,29,,1,29
Winter,29,,0,29
Bushes,29,,1,29
Cabin,29,,0,29
Clouds,29,,0,29
Conifer,29,,1,29
Cumulus,29,,0,29
Deciduous,29,,0,29
Framed,29,,1,29
Grass,29,,0,29
Lake,29,,1,29
Mountains,29,,1,29
Mountain,29,,0,29
River,29,,0,29
Rocks,29,,0,29
Snow,29,,0,29
Trees,29,,1,29
Tree,29,,1,29
Winter,29,,0,29
Bushes,29,,1,29
Cabin,29,,0,29
Clouds,29,,0,29
Conifer,29,,1,29
Cumulus,29,,0,29
Deciduous,29,,0,29
Framed,29,,1,29
Grass,29,,1,29
Lake,29,,1,29
Mountains,29,,1,29
Mountain,29,,1,29
River,29,,0,29
Rocks,29,,0,29
Snow,29,,1,29
Trees,29,,1,29
Tree,29,,1,29
Winter,29,,1,29
Bushes,29,,0,29
Cabin,29,,0,29
Clouds,29,,0,29
Conifer,29,,0,29
Cumulus,29,,0,29
Deciduous,29,,1,29
Framed,29,,0,29
Grass,29,,1,29
Lake,29,,0,29
Mountains,29,,1,29
Mountain,29,,1,29
River,29,,0,29
Rocks,29,,0,29
Snow,29,,0,29
Trees,29,,1,29
Tree,29,,1,29
Winter,29,,0,29
Bushes,29,,0,29
Cabin,29,,0,29
Clouds,29,,0,29
Conifer,29,,0,29
Cumulus,29,,0,29
Deciduous,29,,1,29
Framed,29,,0,29
Grass,29,,1,29
Lake,29,,0,29
Mountains,29,,0,29
Mountain,29,,0,29
River,29,,0,29
Rocks,29,,0,29
Snow,29,,0,29
Trees,29,,0,29
Tree,29,,1,29
Winter,29,,0,29
Bushes,29,,0,29
Cabin,29,,0,29
Clouds,29,,1,29
Conifer,29,,1,29
Cumulus,29,,1,29
Deciduous,29,,0,29
Framed,29,,0,29
Grass,29,,0,29
Lake,29,,1,29
Mountains,29,,1,29
Mountain,29,,1,29
River,29,,1,29
Rocks,29,,0,29
Snow,29,,0,29
Trees,29,,1,29
Tree,29,,1,29
Winter,29,,0,29
Bushes,29,,0,29
Cabin,29,,0,29
Clouds,29,,0,29
Conifer,29,,0,29
Cumulus,29,,0,29
Deciduous,29,,1,29
Framed,29,,0,29
Grass,29,,1,29
Lake,29,,0,29
Mountains,29,,0,29
Mountain,29,,0,29
River,29,,1,29
Rocks,29,,0,29
Snow,29,,0,29
Trees,29,,1,29
Tree,29,,1,29
Winter,29,,0,29
Bushes,29,,1,29
Cabin,29,,1,29
Clouds,29,,0,29
Conifer,29,,1,29
Cumulus,29,,0,29
Deciduous,29,,1,29
Framed,29,,0,29
Grass,29,,0,29
Lake,29,,1,29
Mountains,29,,1,29
Mountain,29,,1,29
River,29,,0,29
Rocks,29,,0,29
Snow,29,,0,29
Trees,29,,1,29
Tree,29,,1,29
Winter,29,,0,29
Bushes,29,,0,29
Cabin,29,,0,29
Clouds,29,,1,29
Conifer,29,,0,29
Cumulus,29,,0,29
Deciduous,29,,0,29
Framed,29,,0,29
Grass,29,,1,29
Lake,29,,0,29
Mountains,29,,0,29
Mountain,29,,0,29
River,29,,0,29
Rocks,29,,1,29
Snow,29,,0,29
Trees,29,,0,29
Tree,29,,0,29
Winter,29,,0,29
Bushes,29,,0,29
Cabin,29,,0,29
Clouds,29,,0,29
Conifer,29,,0,29
Cumulus,29,,0,29
Deciduous,29,,0,29
Framed,29,,0,29
Grass,29,,0,29
Lake,29,,0,29
Mountains,29,,0,29
Mountain,29,,0,29
River,29,,0,29
Rocks,29,,0,29
Snow,29,,0,29
Trees,29,,0,29
Tree,29,,0,29
Winter,29,,0,29
Bushes,29,,1,29
Cabin,29,,1,29
Clouds,29,,1,29
Conifer,29,,1,29
Cumulus,29,,0,29
Deciduous,29,,0,29
Framed,29,,0,29
Grass,29,,0,29
Lake,29,,0,29
Mountains,29,,0,29
Mountain,29,,1,29
River,29,,0,29
Rocks,29,,0,29
Snow,29,,1,29
Trees,29,,1,29
Tree,29,,1,29
Winter,29,,1,29
Bushes,29,,0,29
Cabin,29,,1,29
Clouds,29,,0,29
Conifer,29,,1,29
Cumulus,29,,0,29
Deciduous,29,,0,29
Framed,29,,0,29
Grass,29,,0,29
Lake,29,,1,29
Mountains,29,,0,29
Mountain,29,,0,29
River,29,,0,29
Rocks,29,,0,29
Snow,29,,1,29
Trees,29,,1,29
Tree,29,,1,29
Winter,29,,1,29
Bushes,29,,1,29
Cabin,29,,0,29
Clouds,29,,0,29
Conifer,29,,1,29
Cumulus,29,,0,29
Deciduous,29,,0,29
Framed,29,,0,29
Grass,29,,0,29
Lake,29,,1,29
Mountains,29,,1,29
Mountain,29,,1,29
River,29,,0,29
Rocks,29,,0,29
Snow,29,,0,29
Trees,29,,1,29
Tree,29,,1,29
Winter,29,,0,29
Bushes,30,,1,30
Cabin,30,,0,30
Clouds,30,,0,30
Conifer,30,,0,30
Cumulus,30,,0,30
Deciduous,30,,1,30
Framed,30,,0,30
Grass,30,,1,30
Lake,30,,0,30
Mountains,30,,0,30
Mountain,30,,0,30
River,30,,1,30
Rocks,30,,0,30
Snow,30,,0,30
Trees,30,,0,30
Tree,30,,1,30
Winter,30,,0,30
Bushes,30,,0,30
Cabin,30,,0,30
Clouds,30,,0,30
Conifer,30,,0,30
Cumulus,30,,0,30
Deciduous,30,,1,30
Framed,30,,1,30
Grass,30,,1,30
Lake,30,,1,30
Mountains,30,,0,30
Mountain,30,,1,30
River,30,,0,30
Rocks,30,,0,30
Snow,30,,0,30
Trees,30,,0,30
Tree,30,,1,30
Winter,30,,0,30
Bushes,30,,0,30
Cabin,30,,1,30
Clouds,30,,1,30
Conifer,30,,1,30
Cumulus,30,,0,30
Deciduous,30,,0,30
Framed,30,,0,30
Grass,30,,0,30
Lake,30,,1,30
Mountains,30,,0,30
Mountain,30,,0,30
River,30,,0,30
Rocks,30,,0,30
Snow,30,,0,30
Trees,30,,1,30
Tree,30,,1,30
Winter,30,,0,30
Bushes,30,,1,30
Cabin,30,,0,30
Clouds,30,,0,30
Conifer,30,,0,30
Cumulus,30,,0,30
Deciduous,30,,1,30
Framed,30,,0,30
Grass,30,,0,30
Lake,30,,0,30
Mountains,30,,0,30
Mountain,30,,0,30
River,30,,0,30
Rocks,30,,0,30
Snow,30,,0,30
Trees,30,,1,30
Tree,30,,1,30
Winter,30,,0,30
Bushes,30,,0,30
Cabin,30,,0,30
Clouds,30,,0,30
Conifer,30,,1,30
Cumulus,30,,0,30
Deciduous,30,,1,30
Framed,30,,0,30
Grass,30,,0,30
Lake,30,,1,30
Mountains,30,,0,30
Mountain,30,,0,30
River,30,,0,30
Rocks,30,,0,30
Snow,30,,0,30
Trees,30,,1,30
Tree,30,,1,30
Winter,30,,0,30
Bushes,30,,0,30
Cabin,30,,0,30
Clouds,30,,1,30
Conifer,30,,1,30
Cumulus,30,,1,30
Deciduous,30,,0,30
Framed,30,,0,30
Grass,30,,0,30
Lake,30,,1,30
Mountains,30,,0,30
Mountain,30,,1,30
River,30,,0,30
Rocks,30,,0,30
Snow,30,,0,30
Trees,30,,1,30
Tree,30,,1,30
Winter,30,,0,30
Bushes,30,,0,30
Cabin,30,,0,30
Clouds,30,,0,30
Conifer,30,,1,30
Cumulus,30,,0,30
Deciduous,30,,1,30
Framed,30,,1,30
Grass,30,,0,30
Lake,30,,0,30
Mountains,30,,0,30
Mountain,30,,0,30
River,30,,0,30
Rocks,30,,0,30
Snow,30,,1,30
Trees,30,,1,30
Tree,30,,1,30
Winter,30,,1,30
Bushes,30,,0,30
Cabin,30,,1,30
Clouds,30,,1,30
Conifer,30,,1,30
Cumulus,30,,1,30
Deciduous,30,,0,30
Framed,30,,0,30
Grass,30,,1,30
Lake,30,,1,30
Mountains,30,,0,30
Mountain,30,,0,30
River,30,,0,30
Rocks,30,,0,30
Snow,30,,0,30
Trees,30,,1,30
Tree,30,,1,30
Winter,30,,0,30
Bushes,30,,0,30
Cabin,30,,0,30
Clouds,30,,1,30
Conifer,30,,1,30
Cumulus,30,,0,30
Deciduous,30,,1,30
Framed,30,,0,30
Grass,30,,0,30
Lake,30,,0,30
Mountains,30,,1,30
Mountain,30,,1,30
River,30,,1,30
Rocks,30,,0,30
Snow,30,,0,30
Trees,30,,1,30
Tree,30,,1,30
Winter,30,,0,30
Bushes,30,,0,30
Cabin,30,,0,30
Clouds,30,,1,30
Conifer,30,,0,30
Cumulus,30,,0,30
Deciduous,30,,0,30
Framed,30,,0,30
Grass,30,,0,30
Lake,30,,0,30
Mountains,30,,0,30
Mountain,30,,0,30
River,30,,0,30
Rocks,30,,1,30
Snow,30,,0,30
Trees,30,,0,30
Tree,30,,0,30
Winter,30,,0,30
Bushes,30,,1,30
Cabin,30,,0,30
Clouds,30,,0,30
Conifer,30,,1,30
Cumulus,30,,0,30
Deciduous,30,,0,30
Framed,30,,0,30
Grass,30,,0,30
Lake,30,,1,30
Mountains,30,,1,30
Mountain,30,,1,30
River,30,,0,30
Rocks,30,,0,30
Snow,30,,0,30
Trees,30,,1,30
Tree,30,,1,30
Winter,30,,0,30
Bushes,30,,0,30
Cabin,30,,1,30
Clouds,30,,0,30
Conifer,30,,1,30
Cumulus,30,,0,30
Deciduous,30,,1,30
Framed,30,,0,30
Grass,30,,1,30
Lake,30,,0,30
Mountains,30,,0,30
Mountain,30,,0,30
River,30,,0,30
Rocks,30,,0,30
Snow,30,,0,30
Trees,30,,1,30
Tree,30,,1,30
Winter,30,,0,30
Bushes,30,,1,30
Cabin,30,,0,30
Clouds,30,,0,30
Conifer,30,,1,30
Cumulus,30,,0,30
Deciduous,30,,0,30
Framed,30,,0,30
Grass,30,,0,30
Lake,30,,0,30
Mountains,30,,0,30
Mountain,30,,1,30
River,30,,1,30
Rocks,30,,1,30
Snow,30,,0,30
Trees,30,,1,30
Tree,30,,1,30
Winter,30,,0,30
Bushes,31,,0,31
Cabin,31,,0,31
Clouds,31,,0,31
Conifer,31,,1,31
Cumulus,31,,0,31
Deciduous,31,,0,31
Framed,31,,0,31
Grass,31,,0,31
Lake,31,,1,31
Mountains,31,,1,31
Mountain,31,,1,31
River,31,,0,31
Rocks,31,,0,31
Snow,31,,0,31
Trees,31,,1,31
Tree,31,,1,31
Winter,31,,0,31
Bushes,31,,1,31
Cabin,31,,1,31
Clouds,31,,1,31
Conifer,31,,1,31
Cumulus,31,,0,31
Deciduous,31,,0,31
Framed,31,,0,31
Grass,31,,0,31
Lake,31,,0,31
Mountains,31,,0,31
Mountain,31,,0,31
River,31,,1,31
Rocks,31,,0,31
Snow,31,,0,31
Trees,31,,1,31
Tree,31,,1,31
Winter,31,,0,31
Bushes,31,,0,31
Cabin,31,,0,31
Clouds,31,,1,31
Conifer,31,,1,31
Cumulus,31,,0,31
Deciduous,31,,0,31
Framed,31,,0,31
Grass,31,,1,31
Lake,31,,0,31
Mountains,31,,0,31
Mountain,31,,0,31
River,31,,1,31
Rocks,31,,1,31
Snow,31,,0,31
Trees,31,,1,31
Tree,31,,1,31
Winter,31,,0,31
Bushes,31,,0,31
Cabin,31,,0,31
Clouds,31,,0,31
Conifer,31,,0,31
Cumulus,31,,0,31
Deciduous,31,,1,31
Framed,31,,0,31
Grass,31,,1,31
Lake,31,,1,31
Mountains,31,,0,31
Mountain,31,,0,31
River,31,,0,31
Rocks,31,,1,31
Snow,31,,0,31
Trees,31,,1,31
Tree,31,,1,31
Winter,31,,0,31
Bushes,31,,0,31
Cabin,31,,1,31
Clouds,31,,0,31
Conifer,31,,1,31
Cumulus,31,,0,31
Deciduous,31,,0,31
Framed,31,,1,31
Grass,31,,0,31
Lake,31,,0,31
Mountains,31,,0,31
Mountain,31,,0,31
River,31,,1,31
Rocks,31,,0,31
Snow,31,,1,31
Trees,31,,1,31
Tree,31,,1,31
Winter,31,,1,31
Bushes,31,,1,31
Cabin,31,,0,31
Clouds,31,,0,31
Conifer,31,,1,31
Cumulus,31,,0,31
Deciduous,31,,0,31
Framed,31,,0,31
Grass,31,,1,31
Lake,31,,0,31
Mountains,31,,1,31
Mountain,31,,1,31
River,31,,1,31
Rocks,31,,0,31
Snow,31,,0,31
Trees,31,,1,31
Tree,31,,1,31
Winter,31,,0,31
Bushes,31,,0,31
Cabin,31,,0,31
Clouds,31,,0,31
Conifer,31,,0,31
Cumulus,31,,0,31
Deciduous,31,,1,31
Framed,31,,0,31
Grass,31,,0,31
Lake,31,,1,31
Mountains,31,,0,31
Mountain,31,,0,31
River,31,,0,31
Rocks,31,,0,31
Snow,31,,0,31
Trees,31,,1,31
Tree,31,,1,31
Winter,31,,0,31
Bushes,31,,0,31
Cabin,31,,0,31
Clouds,31,,1,31
Conifer,31,,0,31
Cumulus,31,,0,31
Deciduous,31,,1,31
Framed,31,,0,31
Grass,31,,0,31
Lake,31,,0,31
Mountains,31,,0,31
Mountain,31,,0,31
River,31,,0,31
Rocks,31,,0,31
Snow,31,,0,31
Trees,31,,1,31
Tree,31,,1,31
Winter,31,,0,31
Bushes,31,,0,31
Cabin,31,,0,31
Clouds,31,,0,31
Conifer,31,,1,31
Cumulus,31,,0,31
Deciduous,31,,0,31
Framed,31,,0,31
Grass,31,,1,31
Lake,31,,0,31
Mountains,31,,1,31
Mountain,31,,1,31
River,31,,0,31
Rocks,31,,1,31
Snow,31,,0,31
Trees,31,,1,31
Tree,31,,1,31
Winter,31,,0,31
Bushes,31,,0,31
Cabin,31,,0,31
Clouds,31,,0,31
Conifer,31,,0,31
Cumulus,31,,0,31
Deciduous,31,,0,31
Framed,31,,1,31
Grass,31,,0,31
Lake,31,,0,31
Mountains,31,,0,31
Mountain,31,,0,31
River,31,,0,31
Rocks,31,,1,31
Snow,31,,0,31
Trees,31,,0,31
Tree,31,,0,31
Winter,31,,0,31
Bushes,31,,0,31
Cabin,31,,0,31
Clouds,31,,1,31
Conifer,31,,1,31
Cumulus,31,,0,31
Deciduous,31,,1,31
Framed,31,,0,31
Grass,31,,1,31
Lake,31,,1,31
Mountains,31,,1,31
Mountain,31,,1,31
River,31,,0,31
Rocks,31,,0,31
Snow,31,,0,31
Trees,31,,1,31
Tree,31,,1,31
Winter,31,,0,31
Bushes,31,,0,31
Cabin,31,,0,31
Clouds,31,,0,31
Conifer,31,,1,31
Cumulus,31,,0,31
Deciduous,31,,1,31
Framed,31,,0,31
Grass,31,,0,31
Lake,31,,0,31
Mountains,31,,0,31
Mountain,31,,0,31
River,31,,0,31
Rocks,31,,0,31
Snow,31,,1,31
Trees,31,,1,31
Tree,31,,1,31
Winter,31,,1,31
Bushes,31,,0,31
Cabin,31,,0,31
Clouds,31,,0,31
Conifer,31,,0,31
Cumulus,31,,0,31
Deciduous,31,,1,31
Framed,31,,0,31
Grass,31,,1,31
Lake,31,,0,31
Mountains,31,,0,31
Mountain,31,,1,31
River,31,,0,31
Rocks,31,,0,31
Snow,31,,0,31
Trees,31,,1,31
Tree,31,,1,31
Winter,31,,0,31
